"0","支","zz1","～付 ～派 宗～"
"1","資","zz1","～本～財"
"2","貲","zz1","同資"
"3","訾","zz1","比量 又毀也"
"4","姿","zz1","～色 丰～ 又態也"
"5","恣","zz1","肆也"
"6","𡙛","zz1","大也"
"7","榰","zz1","柱下根也 古用木 今用石"
"8","淄","zz1","水名 又黑色也"
"9","䝷","zz1","𥂁商人曰～商"
"10","㿳","zz1","黑～～"
"11","咨","zz1","嘆也 謀也 又～文"
"12","諮","zz1","同咨 又～議 又問也"
"13","茲 兹","zz1","此也"
"14","滋","zz1","～潤 ～澤"
"15","𤂇","zz1","同滋"
"16","觜","zz1","星名 二十八宿之一 又同嘴"
"17","錙","zz1","～銖 八兩也"
"18","鎡","zz1","～基 田器也"
"19","嗞","zz1","嗟也"
"20","孜","zz1","勤也 猶也"
"21","𪗋","zz1","衣下縫也"
"22","孳","zz1","生意也"
"23","緇","zz1","黑色"
"24","禔","zz1","福也 安也 又音提"
"25","胾","zz1","殽～"
"26","眥","zz1","目厓也 本音寄"
"27","㠿","zz1","布也"
"28","輜","zz1","車也 又重也"
"29","髭","zz1","口上鬍也"
"30","鼒","zz1","鼎上蓋也"
"31","粢","zz1","稷也"
"32","汥","zz1","水分流也"
"33","玆","zz1","黑色"
"34","趦","zz1","～趄 行不前也"
"35","枝","zz1","～葉"
"36","𢙊","zz1","同恣"
"37","胔","zz1","腐肉曰～"
"38","𥝮","zz1","穗生也"
"39","肢","zz1","人之手足曰～ 又腰～"
"40","脂","zz1","～膏 又胭～"
"41","𧹛","zz1","𧹬～"
"42","𧹛","zz1","𧹬～"
"43","巵","zz1","酒器 又春～酒"
"44","梔","zz1","～子花 又染黃色 又果名"
"45","漬","zz1","浸也 又漚也"
"46","淄","zz1","水名 如漆"
"47","之","zz1","往也 又虛字 又收尾文也"
"48","知","zz1","～覺 又去聲"
"49","㲍","zz1","輕毛"
"50","搘","zz1","～𥪡 ～車"
"51","菑","zz1","～畬 治田一歲曰～ 治田三歲曰畬"
"52","芝","zz1","～蘭"
"53","𦙆","zz1","皮厚也"
"54","䟗","zz1","踐也"
"55","𤰭","zz1","耕也 又犂也"
"56","椔","zz1","木立死也"
"57","齍","zz1","黍稷也"
"58","𪑿","zz1","黑～～"
"59","齜","zz1","～牙"
"60","𠀢","zz1","定也"
"61","㞢","zz1","出也 是也 往也"
"62","姕","zz1","婦人不媚貌"
"63","吱","zz1","～唔 言語不明也"
"64","蜘","zz1","～蛛"
"65","朱","zz1","本音諸 又讀之"
"66","黹","zz3","針～"
"67","趾","zz3","足也"
"68","阯","zz3","基～ 同址"
